filepath,file_size,num_sections,export_count,avg_entropy,label
C:\Windows\System32\evr.dll,736872,8,28,3.364779776,0
C:\Windows\System32\ExecModelClient.dll,389872,8,6,2.945903355,0
C:\Windows\System32\execmodelproxy.dll,81920,7,2,2.141400616,0
C:\Windows\System32\ExplorerFrame.dll,2744320,8,6,4.006568205,0
C:\Windows\System32\ExSMime.dll,290816,8,4,2.826064759,0
C:\Windows\System32\ExtrasXmlParser.dll,53248,8,3,1.440312886,0
C:\Windows\System32\f1db7d81-95be-4911-935a-8ab71629112a_HyperV-IsolatedVM.dll,26016,4,0,0.578797919,0
C:\Windows\System32\f3ahvoas.dll,24576,4,3,1.046076166,0
C:\Windows\System32\f989b52d-f928-44a3-9bf1-bf0c1da6a0d6_HyperV-DeviceVirtualization.dll,26056,4,0,0.720421834,0
C:\Windows\System32\facecredentialprovider.dll,651264,8,2,3.013839389,0
C:\Windows\System32\Facilitator.dll,1136048,7,2,3.321555524,0
C:\Windows\System32\Family.Authentication.dll,114688,7,3,2.552277268,0
C:\Windows\System32\Family.Cache.dll,155648,7,3,2.953786698,0
C:\Windows\System32\Family.Client.dll,151552,7,3,2.941256144,0
C:\Windows\System32\Family.SyncEngine.dll,225280,7,3,3.057255341,0
C:\Windows\System32\FamilySafetyExt.dll,40960,7,1,1.395076112,0
C:\Windows\System32\Faultrep.dll,551064,8,18,3.564024165,0
C:\Windows\System32\FaxPrinterInstaller.dll,94208,7,2,2.437285573,0
C:\Windows\System32\fcon.dll,704512,8,11,3.423462753,0
C:\Windows\System32\fdBth.dll,159744,8,2,2.026193408,0
C:\Windows\System32\fdBthProxy.dll,36864,7,4,1.317631643,0
C:\Windows\System32\FdDevQuery.dll,57344,7,2,1.99311861,0
C:\Windows\System32\fde.dll,184320,7,6,3.68269862,0
C:\Windows\System32\fdeploy.dll,184320,8,3,2.866599128,0
C:\Windows\System32\fdPHost.dll,45056,7,2,1.789631048,0
C:\Windows\System32\fdPnp.dll,81920,8,2,2.273646632,0
C:\Windows\System32\fdprint.dll,221184,7,5,3.096713729,0
C:\Windows\System32\fdProxy.dll,81920,7,4,1.842337585,0
C:\Windows\System32\FDResPub.dll,61440,8,3,1.858770749,0
C:\Windows\System32\fdSSDP.dll,188416,7,7,3.033240109,0
C:\Windows\System32\fdWCN.dll,131072,8,2,2.517896434,0
C:\Windows\System32\fdWNet.dll,53248,7,4,2.071595586,0
C:\Windows\System32\fdWSD.dll,184320,8,7,2.470642729,0
C:\Windows\System32\feclient.dll,290816,8,60,2.894125324,0
C:\Windows\System32\ffbroker.dll,98304,8,3,2.114689814,0
C:\Windows\System32\fhcat.dll,278528,7,5,3.372715941,0
C:\Windows\System32\fhcfg.dll,397312,8,5,3.377354493,0
C:\Windows\System32\fhcleanup.dll,77824,7,5,2.35839121,0
C:\Windows\System32\fhcpl.dll,393216,8,4,3.407206427,0
C:\Windows\System32\fhengine.dll,249856,8,5,2.573570829,0
C:\Windows\System32\fhevents.dll,94208,7,3,2.201482075,0
C:\Windows\System32\fhsettingsprovider.dll,368640,8,3,2.840688873,0
C:\Windows\System32\fhshl.dll,167936,7,10,2.604789947,0
C:\Windows\System32\fhsrchapi.dll,94208,7,5,2.687482324,0
C:\Windows\System32\fhsrchph.dll,86016,7,5,2.740807506,0
C:\Windows\System32\fhsvc.dll,143360,7,3,2.875972803,0
C:\Windows\System32\fhsvcctl.dll,57344,7,14,1.814267814,0
C:\Windows\System32\fhtask.dll,81920,7,5,2.405713497,0
C:\Windows\System32\fhuxadapter.dll,133120,3,0,2.910314234,0
C:\Windows\System32\fhuxapi.dll,17408,3,0,3.032341556,0
C:\Windows\System32\fhuxcommon.dll,47616,3,0,3.107091285,0
C:\Windows\System32\fhuxgraphics.dll,102400,7,0,1.842909086,0
C:\Windows\System32\fhuxpresentation.dll,902656,3,0,3.635881663,0
C:\Windows\System32\fidocredprov.dll,311296,8,2,3.2046692,0
C:\Windows\System32\FileAppxStreamingDataSource.dll,61440,7,2,2.015557077,0
C:\Windows\System32\filemgmt.dll,389120,8,6,3.398153621,0
C:\Windows\System32\FilterDS.dll,229376,8,2,2.48867379,0
C:\Windows\System32\findnetprinters.dll,86016,7,4,2.592591781,0
C:\Windows\System32\fingerprintcredential.dll,159744,8,2,2.299602154,0
C:\Windows\System32\FirewallAPI.dll,737280,8,246,3.687159616,0
C:\Windows\System32\FirewallControlPanel.dll,327680,8,6,3.586945769,0
C:\Windows\System32\FirewallUX.dll,270336,8,2,2.892318349,0
C:\Windows\System32\FirmwareAttestationServerProxyStub.dll,40960,7,2,1.313255999,0
C:\Windows\System32\FlightSettings.dll,1129544,8,5,3.702331213,0
C:\Windows\System32\fltLib.dll,59312,7,29,1.690705779,0
C:\Windows\System32\fltmgrres.dll,167936,2,0,2.21294076,0
C:\Windows\System32\FluencyDS.dll,3440640,8,3,3.759428228,0
C:\Windows\System32\fmapi.dll,110592,7,8,2.439004497,0
C:\Windows\System32\fmifs.dll,157128,7,29,2.273412254,0
C:\Windows\System32\fms.dll,237568,8,23,2.529816766,0
C:\Windows\System32\FntCache.dll,1413120,8,2,3.302861197,0
C:\Windows\System32\fontext.dll,1036288,8,4,3.744271019,0
C:\Windows\System32\FontGlyphAnimator.dll,77824,7,3,2.017052992,0
C:\Windows\System32\fontgroupsoverride.dll,45056,7,1,0.876645547,0
C:\Windows\System32\FontProvider.dll,147456,8,1,2.323491131,0
C:\Windows\System32\fontsub.dll,151552,7,2,2.577579793,0
C:\Windows\System32\fphc.dll,135168,7,4,3.098840399,0
C:\Windows\System32\framedyn.dll,270336,8,614,2.535588196,0
C:\Windows\System32\framedynos.dll,319488,8,611,2.773690421,0
C:\Windows\System32\FrameServer.dll,1142784,8,4,3.836384394,0
C:\Windows\System32\FrameServerClient.dll,622592,8,5,3.613578589,0
C:\Windows\System32\FrameServerCore.dll,4628480,8,2,3.362416443,0
C:\Windows\System32\FrameServerMonitor.dll,368640,8,2,3.238815418,0
C:\Windows\System32\FrameServerMonitorClient.dll,315392,8,5,3.199617781,0
C:\Windows\System32\frprov.dll,106496,7,4,2.50536444,0
C:\Windows\System32\FsNVSDeviceSource.dll,761856,7,3,3.36074586,0
C:\Windows\System32\fstx.dll,589824,7,90,2.638743625,0
C:\Windows\System32\fsutilext.dll,61440,8,14,1.613252435,0
C:\Windows\System32\fthsvc.dll,94208,8,5,1.970425566,0
C:\Windows\System32\fundisc.dll,212992,8,2,2.874327235,0
C:\Windows\System32\fveapi.dll,1236992,8,160,3.390145033,0
C:\Windows\System32\fveapibase.dll,659456,8,62,2.974917202,0
C:\Windows\System32\fvecerts.dll,69632,8,15,1.696716366,0
C:\Windows\System32\fvecpl.dll,372736,8,44,3.564131945,0
C:\Windows\System32\fveskybackup.dll,196608,7,6,2.60422517,0
C:\Windows\System32\fveui.dll,368640,8,45,3.620564328,0
C:\Windows\System32\fvewiz.dll,888832,8,42,3.545904639,0
C:\Windows\System32\fwbase.dll,307200,8,205,2.362411449,0
C:\Windows\System32\fwcfg.dll,86016,8,1,2.090877048,0
C:\Windows\System32\fwmdmcsp.dll,253952,8,2,2.668631631,0
C:\Windows\System32\fwpolicyiomgr.dll,417792,8,178,3.042197972,0
C:\Windows\System32\FWPUCLNT.DLL,544768,8,281,3.004508594,0
C:\Windows\System32\FwRemoteSvr.dll,135168,8,2,2.193818508,0
C:\Windows\System32\GameBarPresenceWriter.proxy.dll,45056,7,5,1.590412054,0
C:\Windows\System32\GameChatOverlayExt.dll,40960,7,3,1.386978736,0
C:\Windows\System32\GameChatTranscription.dll,155648,8,1,2.506374373,0
C:\Windows\System32\GameInput.dll,427584,9,3,2.428592153,0
C:\Windows\System32\gamemode.dll,77824,8,8,1.672853596,0
C:\Windows\System32\GamePanelExternalHook.dll,45056,7,5,1.732171676,0
C:\Windows\System32\gamestreamingext.dll,32768,7,1,1.37112813,0
C:\Windows\System32\gameux.dll,49152,8,4,1.676120983,0
C:\Windows\System32\gamingtcui.dll,204800,8,29,2.551071939,0
C:\Windows\System32\gcdef.dll,151552,7,2,2.840812683,0
C:\Windows\System32\gdi32.dll,183288,8,1007,2.600299684,0
C:\Windows\System32\gdi32full.dll,1253488,8,1017,3.684914982,0
C:\Windows\System32\GdiPlus.dll,1921024,8,631,3.87863072,0
C:\Windows\System32\generaltel.dll,570824,8,10,2.925687804,0
C:\Windows\System32\genpix.dll,155648,6,4,2.878011419,0
C:\Windows\System32\Geocommon.dll,98304,7,3,2.585755921,0
C:\Windows\System32\Geolocation.dll,536576,8,3,3.44456648,0
C:\Windows\System32\getuname.dll,32768,7,1,1.455525858,0
C:\Windows\System32\glmf32.dll,528384,7,134,3.565300868,0
C:\Windows\System32\globinputhost.dll,225280,8,17,2.594315963,0
C:\Windows\System32\glu32.dll,180224,7,52,2.57344317,0
C:\Windows\System32\gmsaclient.dll,114688,8,7,2.148365702,0
C:\Windows\System32\gpapi.dll,166768,8,53,2.214155777,0
C:\Windows\System32\GPCSEWrapperCsp.dll,122880,8,2,2.211669878,0
C:\Windows\System32\gpedit.dll,688128,8,12,2.864125907,0
C:\Windows\System32\gpprnext.dll,65536,7,8,1.909313884,0
C:\Windows\System32\gpsvc.dll,1347584,8,12,3.185922349,0
C:\Windows\System32\gptext.dll,53248,7,6,1.74305398,0
C:\Windows\System32\gpupvdev.dll,517536,7,4,3.610572216,0
C:\Windows\System32\GraphicsCapture.dll,262144,7,2,3.291106144,0
C:\Windows\System32\GraphicsPerfSvc.dll,282624,7,3,3.083206643,0
C:\Windows\System32\hal.dll,30000,4,91,1.461983951,0
C:\Windows\System32\HalExtIntcLpioDMA.dll,63064,11,0,0.853181334,0
C:\Windows\System32\HalExtIntcPseDMA.dll,62952,11,0,0.809908372,0
C:\Windows\System32\HalExtPL080.dll,62944,11,0,0.703593655,0
C:\Windows\System32\HanjaDS.dll,90112,7,3,2.359493946,0
C:\Windows\System32\hascsp.dll,176128,7,11,2.999041838,0
C:\Windows\System32\HashtagDS.dll,147456,7,2,2.9818632,0
C:\Windows\System32\hbaapi.dll,110592,8,93,1.982109381,0
C:\Windows\System32\hcproviders.dll,90112,8,2,2.206826484,0
C:\Windows\System32\HdcpHandler.dll,79976,8,2,1.89243987,0
C:\Windows\System32\HeatCore.dll,405504,8,1,2.819485786,0
C:\Windows\System32\HelpPaneProxy.dll,90112,7,4,2.512594165,0
C:\Windows\System32\hgcpl.dll,217088,8,2,3.546028971,0
C:\Windows\System32\hhsetup.dll,81920,7,145,2.048266146,0
C:\Windows\System32\hid.dll,61440,7,47,2.304871799,0
C:\Windows\System32\HidCfu.dll,307200,9,1,3.42236102,0
C:\Windows\System32\hidserv.dll,77824,8,2,1.708653385,0
C:\Windows\System32\hlink.dll,163840,7,32,2.496801194,0
C:\Windows\System32\hmkd.dll,114688,7,4,2.427558039,0
C:\Windows\System32\HNCE2PPRMONP.dll,59904,5,2,3.881885271,0
C:\Windows\System32\hnetcfg.dll,476688,8,14,3.554455487,0
C:\Windows\System32\HNetCfgClient.dll,286600,8,12,2.659578765,0
C:\Windows\System32\hnetmon.dll,94208,7,1,2.120932816,0
C:\Windows\System32\hnsproxy.dll,45056,7,4,1.405338171,0
C:\Windows\System32\HostNetSvc.dll,4472832,8,5,3.91802241,0
C:\Windows\System32\hotpatchutil.dll,81920,6,5,2.468129898,0
C:\Windows\System32\hotplug.dll,131072,8,13,1.904883531,0
C:\Windows\System32\HrtfApo.dll,184320,8,5,2.719690284,0
C:\Windows\System32\HrtfDspCpu.dll,2206576,6,5,5.310088713,0
C:\Windows\System32\HrtfDspCpuFlex1.dll,1563136,7,5,4.87149997,0
C:\Windows\System32\hspapi.dll,107976,7,9,2.558496184,0
C:\Windows\System32\hspfw.dll,169416,2,0,4.175900371,0
C:\Windows\System32\httpapi.dll,104808,9,49,2.17999282,0
C:\Windows\System32\httpprxc.dll,45056,8,11,1.570210874,0
C:\Windows\System32\httpprxm.dll,143360,8,3,2.199524094,0
C:\Windows\System32\httpprxp.dll,45056,8,8,1.531662748,0
C:\Windows\System32\HttpsDataSource.dll,331776,7,2,2.966583694,0
C:\Windows\System32\htui.dll,65536,7,7,2.463437459,0
C:\Windows\System32\hvhostsvc.dll,107960,7,2,2.632957299,0
C:\Windows\System32\hvloader.dll,226760,6,7,3.673834564,0
C:\Windows\System32\HvSocket.dll,75168,7,3,2.015559797,0
C:\Windows\System32\hwreqchk.dll,423344,7,7,3.655175771,0
C:\Windows\System32\IA2ComProxy.dll,61440,7,4,2.0851316,0
C:\Windows\System32\ias.dll,65536,7,1,2.100368529,0
C:\Windows\System32\iasacct.dll,114688,7,4,2.596475048,0
C:\Windows\System32\iasads.dll,98304,7,4,2.794945612,0
C:\Windows\System32\iasdatastore.dll,102400,7,4,2.644207181,0
C:\Windows\System32\iashlpr.dll,122880,7,16,2.975202963,0
C:\Windows\System32\IasMigPlugin.dll,783672,7,6,3.455966889,0
C:\Windows\System32\iasnap.dll,159744,7,4,3.190456672,0
C:\Windows\System32\iaspolcy.dll,81920,7,4,2.636480973,0
C:\Windows\System32\iasrad.dll,258048,7,9,3.278506494,0
C:\Windows\System32\iasrecst.dll,180224,7,4,2.839994638,0
C:\Windows\System32\iassam.dll,270336,7,5,3.584468395,0
C:\Windows\System32\iassdo.dll,434176,7,4,4.104441386,0
C:\Windows\System32\iassvcs.dll,176128,8,24,2.777648225,0
C:\Windows\System32\icfupgd.dll,169400,8,5,2.318244695,0
C:\Windows\System32\icm32.dll,290816,7,21,2.827269017,0
C:\Windows\System32\icmp.dll,12288,2,8,1.150123808,0
C:\Windows\System32\icmui.dll,53248,7,2,1.828150081,0
C:\Windows\System32\IconCodecService.dll,45056,8,0,1.151259034,0
C:\Windows\System32\icsigd.dll,94208,7,4,2.600822992,0
C:\Windows\System32\icsvc.dll,320928,8,8,3.315781944,0
C:\Windows\System32\icsvcext.dll,143360,7,3,2.674049085,0
C:\Windows\System32\icsvcvss.dll,337328,8,3,3.025391006,0
C:\Windows\System32\icu.dll,2765816,8,1059,3.611066945,0
C:\Windows\System32\icuin.dll,32768,2,416,3.07884452,0
C:\Windows\System32\icuuc.dll,36864,2,542,3.182000488,0
C:\Windows\System32\IdCtrls.dll,167936,8,2,2.610719237,0
C:\Windows\System32\IDStore.dll,180224,8,2,2.652271406,0
C:\Windows\System32\IEAdvpack.dll,180224,7,84,2.506334775,0
C:\Windows\System32\ieapfltr.dll,892928,9,13,2.770408449,0
C:\Windows\System32\iedkcs32.dll,434176,8,14,2.739893331,0
C:\Windows\System32\ieframe.dll,7462912,9,145,3.664666417,0
C:\Windows\System32\iemigplugin.dll,94208,7,5,2.358755086,0
C:\Windows\System32\iepeers.dll,147456,8,5,2.776838817,0
C:\Windows\System32\ieproxy.dll,790528,8,5,2.450086147,0
C:\Windows\System32\IEProxyDesktop.dll,77824,8,5,1.845068838,0
C:\Windows\System32\iernonce.dll,73728,7,2,2.151628716,0
C:\Windows\System32\iertutil.dll,2947608,9,318,3.086427145,0
C:\Windows\System32\iesetup.dll,106496,7,7,2.463393351,0
C:\Windows\System32\iesysprep.dll,73728,7,5,1.912632519,0
C:\Windows\System32\ieui.dll,585728,8,150,3.699081298,0
C:\Windows\System32\ifmon.dll,61440,8,1,1.58862271,0
C:\Windows\System32\ifsutil.dll,259400,8,329,2.415557986,0
C:\Windows\System32\ifsutilx.dll,45056,8,6,1.364080777,0
C:\Windows\System32\IHDS.dll,217088,8,2,2.475851659,0
C:\Windows\System32\IKEEXT.DLL,1613824,8,2,3.224159065,0
C:\Windows\System32\imagehlp.dll,137712,9,165,2.819212334,0
C:\Windows\System32\imageres.dll,12288,2,0,0.862214401,0
C:\Windows\System32\imagesp1.dll,12288,2,0,0.722242023,0
C:\Windows\System32\imapi.dll,163840,7,4,3.276403848,0
C:\Windows\System32\imapi2.dll,520192,7,4,4.111083409,0
C:\Windows\System32\imapi2fs.dll,839680,7,4,4.511038722,0
C:\Windows\System32\ime_textinputhelpers.dll,139264,8,9,2.034141133,0
C:\Windows\System32\imgutil.dll,81920,8,11,2.040797615,0
C:\Windows\System32\imm32.dll,203936,8,137,2.527980197,0
C:\Windows\System32\ImplatSetup.dll,161224,7,7,2.462565611,0
C:\Windows\System32\IndexedDbLegacy.dll,290816,9,1,2.574001404,0
C:\Windows\System32\inetcomm.dll,1085440,8,116,3.513089958,0
C:\Windows\System32\inetmib1.dll,90112,7,4,2.444424107,0
C:\Windows\System32\inetpp.dll,262144,8,1,2.504669621,0
C:\Windows\System32\inetppui.dll,86016,7,1,2.470532743,0
C:\Windows\System32\INETRES.dll,94208,2,0,2.295295829,0
C:\Windows\System32\InkEd.dll,278528,7,4,3.508519162,0
C:\Windows\System32\InkObjCore.dll,925696,8,35,3.915530912,0
C:\Windows\System32\InprocLogger.dll,90112,8,11,1.878943995,0
C:\Windows\System32\input.dll,439736,8,25,3.140469958,0
C:\Windows\System32\InputCloudStore.dll,344064,7,3,3.460362238,0
C:\Windows\System32\InputController.dll,90112,7,2,2.203237411,0
C:\Windows\System32\InputHost.dll,1984840,8,33,3.785065249,0
C:\Windows\System32\InputInjectionBroker.dll,200704,7,3,2.843710057,0
C:\Windows\System32\InputLocaleManager.dll,106496,8,1,2.230035298,0
C:\Windows\System32\InputService.dll,5021696,8,6,3.805224826,0
C:\Windows\System32\InputSwitch.dll,868352,8,2,3.95836316,0
C:\Windows\System32\InputViewExperience.dll,81920,7,2,2.422369819,0
C:\Windows\System32\inseng.dll,147456,7,9,2.408165725,0
C:\Windows\System32\installmon.dll,507904,7,4,3.099332223,0
C:\Windows\System32\InstallService.dll,2945024,8,4,3.460797115,0
C:\Windows\System32\InstallServiceTasks.dll,417792,8,6,2.810611118,0
C:\Windows\System32\intel_gfx_api-x64.dll,624896,7,2,4.398493684,0
C:\Windows\System32\internetmail.dll,794624,8,5,3.243489178,0
C:\Windows\System32\InternetMailCsp.dll,102400,7,2,2.871619661,0
C:\Windows\System32\invagent.dll,640416,7,8,3.390886765,0
C:\Windows\System32\InventorySvc.dll,406984,8,2,2.60804253,0
C:\Windows\System32\iologmsg.dll,12288,2,0,0.82290087,0
C:\Windows\System32\IPHLPAPI.DLL,220464,8,313,2.374607918,0
C:\Windows\System32\iphlpsvc.dll,876544,8,3,3.188867285,0
C:\Windows\System32\ipnathlp.dll,811368,8,32,3.420714745,0
C:\Windows\System32\IpNatHlpClient.dll,67488,7,17,1.806821515,0
C:\Windows\System32\IppCommon.dll,262144,8,12,2.648566583,0
C:\Windows\System32\IppCommonProxy.dll,45056,7,4,1.353345294,0
C:\Windows\System32\iprtprio.dll,32768,7,5,1.54419596,0
C:\Windows\System32\iprtrmgr.dll,606208,7,2,2.548614213,0
C:\Windows\System32\ipsecsnp.dll,376832,7,4,3.842118222,0
C:\Windows\System32\IPSECSVC.DLL,434176,8,1,2.94477368,0
C:\Windows\System32\ipsmsnap.dll,495616,7,4,3.880270424,0
C:\Windows\System32\ipxlatcfg.dll,86016,7,3,2.488414929,0
C:\Windows\System32\iri.dll,75840,7,19,2.086649117,0
C:\Windows\System32\iscsicpl.dll,135168,7,1,2.496198814,0
C:\Windows\System32\iscsidsc.dll,106496,7,80,2.146526225,0
C:\Windows\System32\iscsied.dll,40960,7,2,1.203489879,0
C:\Windows\System32\iscsiexe.dll,184320,7,3,2.719886827,0
C:\Windows\System32\iscsilog.dll,24576,2,0,1.815053634,0
C:\Windows\System32\iscsium.dll,57344,7,70,2.721019236,0
C:\Windows\System32\iscsiwmi.dll,106496,7,4,2.183882059,0
C:\Windows\System32\iscsiwmiv2.dll,151552,7,7,2.946897678,0
C:\Windows\System32\ISM.dll,2666496,8,10,4.259666265,0
C:\Windows\System32\itircl.dll,221184,7,4,3.532546921,0
C:\Windows\System32\itss.dll,262144,7,5,3.224696934,0
C:\Windows\System32\iuilp.dll,108912,8,5,1.898934357,0
C:\Windows\System32\iumbase.dll,50984,6,37,1.673525878,0
C:\Windows\System32\iumcrypt.dll,100672,7,10,2.062176118,0
C:\Windows\System32\iumdll.dll,38680,6,25,0.94197046,0
C:\Windows\System32\IumSdk.dll,30424,2,200,3.122219243,0
C:\Windows\System32\iyuv_32.dll,81920,7,4,2.312733025,0
C:\Windows\System32\JavaScriptCollectionAgent.dll,45056,7,2,1.782413416,0
C:\Windows\System32\joinproviderol.dll,86016,8,4,1.837433687,0
C:\Windows\System32\joinutil.dll,184320,8,30,2.035442766,0
C:\Windows\System32\JpMapControl.dll,630784,8,17,3.393321422,0
C:\Windows\System32\jpndecoder.dll,372736,8,2,3.144672956,0
C:\Windows\System32\jpninputrouter.dll,98304,7,2,2.746202349,0
C:\Windows\System32\jpnranker.dll,299008,7,2,2.972220334,0
C:\Windows\System32\JpnServiceDS.dll,245760,7,2,3.489225391,0
C:\Windows\System32\jscript.dll,831488,8,4,3.599593943,0
C:\Windows\System32\jscript9.dll,4820992,8,97,3.768314681,0
C:\Windows\System32\jscript9diag.dll,638976,7,6,3.531278926,0
C:\Windows\System32\jscript9Legacy.dll,4296704,8,97,3.71279471,0
C:\Windows\System32\jsproxy.dll,38560,6,6,0.92277761,0
C:\Windows\System32\kbd101.dll,24576,4,2,1.002102093,0
C:\Windows\System32\kbd101a.dll,24576,4,2,0.917022319,0
C:\Windows\System32\kbd101b.dll,24576,4,2,0.917045489,0
C:\Windows\System32\kbd101c.dll,24576,4,2,0.920062379,0
C:\Windows\System32\kbd103.dll,24576,4,2,0.911015945,0
C:\Windows\System32\kbd106.dll,24576,4,2,1.000713467,0
C:\Windows\System32\kbd106n.dll,24576,4,2,0.983109947,0
C:\Windows\System32\KBDA1.DLL,20480,4,1,1.311005615,0
C:\Windows\System32\KBDA2.DLL,24576,4,1,0.948502197,0
C:\Windows\System32\KBDA3.DLL,24576,4,1,0.953167768,0
C:\Windows\System32\KBDADLM.DLL,24576,4,1,1.060544051,0
C:\Windows\System32\KBDAL.DLL,24576,4,1,1.060448341,0
C:\Windows\System32\KBDARME.DLL,20480,4,1,1.244879717,0
C:\Windows\System32\kbdarmph.dll,24576,4,1,0.955052497,0
C:\Windows\System32\kbdarmty.dll,24576,4,1,0.95321075,0
C:\Windows\System32\KBDARMW.DLL,20480,4,1,1.243864335,0
C:\Windows\System32\kbdax2.dll,24576,4,2,0.997342074,0
C:\Windows\System32\KBDAZE.DLL,24576,4,1,0.946345862,0
C:\Windows\System32\KBDAZEL.DLL,24576,4,1,0.920108362,0
C:\Windows\System32\KBDAZST.DLL,24576,4,1,0.92024279,0
C:\Windows\System32\KBDBASH.DLL,24576,4,1,0.936366524,0
C:\Windows\System32\KBDBE.DLL,24576,4,1,0.983768627,0
C:\Windows\System32\KBDBENE.DLL,24576,4,1,0.984046087,0
C:\Windows\System32\KBDBGPH.DLL,20480,4,1,1.317325459,0
C:\Windows\System32\KBDBGPH1.DLL,24576,4,1,0.945743812,0
C:\Windows\System32\KBDBHC.DLL,24576,4,1,0.952319317,0
C:\Windows\System32\KBDBLR.DLL,20480,4,1,1.301389353,0
C:\Windows\System32\KBDBR.DLL,24576,4,1,0.983060033,0
C:\Windows\System32\KBDBU.DLL,20480,4,1,1.280807883,0
C:\Windows\System32\KBDBUG.DLL,20480,4,1,1.294475753,0
C:\Windows\System32\KBDBULG.DLL,20480,4,1,1.320252843,0
C:\Windows\System32\KBDCA.DLL,24576,4,1,0.980331203,0
C:\Windows\System32\KBDCAN.DLL,24576,4,1,1.150698886,0
C:\Windows\System32\KBDCHER.DLL,24576,4,1,0.970077149,0
C:\Windows\System32\KBDCHERP.DLL,32768,4,1,1.373338752,0
C:\Windows\System32\KBDCMK.DLL,24576,4,1,1.406552508,0
C:\Windows\System32\KBDCR.DLL,24576,4,1,1.051077666,0
C:\Windows\System32\KBDCZ.DLL,24576,4,1,1.11145936,0
C:\Windows\System32\KBDCZ1.DLL,24576,4,1,1.066461381,0
C:\Windows\System32\KBDCZ2.DLL,24576,4,1,1.052655899,0
C:\Windows\System32\KBDDA.DLL,24576,4,1,0.938458873,0
C:\Windows\System32\KBDDIV1.DLL,20480,4,1,1.310159053,0
C:\Windows\System32\KBDDIV2.DLL,20480,4,1,1.314073037,0
C:\Windows\System32\KBDDV.DLL,20480,4,1,1.214754284,0
C:\Windows\System32\KBDDZO.DLL,24576,4,1,0.966492259,0
C:\Windows\System32\KBDES.DLL,24576,4,1,0.986298837,0
C:\Windows\System32\KBDEST.DLL,24576,4,1,0.987685628,0
C:\Windows\System32\KBDFA.DLL,20480,4,1,1.298690606,0
C:\Windows\System32\kbdfar.dll,24576,4,1,0.934296236,0
C:\Windows\System32\KBDFC.DLL,24576,4,1,1.005525983,0
C:\Windows\System32\KBDFI.DLL,24576,4,1,0.951393555,0
C:\Windows\System32\KBDFI1.DLL,24576,4,1,1.077059737,0
C:\Windows\System32\KBDFO.DLL,24576,4,1,0.941593593,0
C:\Windows\System32\KBDFR.DLL,24576,4,1,0.955331349,0
C:\Windows\System32\KBDFRNA.DLL,28672,4,1,1.327374147,0
C:\Windows\System32\KBDFRNB.DLL,28672,4,1,1.350803199,0
C:\Windows\System32\KBDFTHRK.DLL,24576,4,1,0.93435509,0
C:\Windows\System32\KBDGAE.DLL,24576,4,1,0.922523001,0
C:\Windows\System32\KBDGEO.DLL,20480,4,1,1.243354413,0
C:\Windows\System32\kbdgeoer.dll,24576,4,1,0.94142127,0
C:\Windows\System32\kbdgeome.dll,24576,4,1,0.931293001,0
C:\Windows\System32\kbdgeooa.dll,24576,4,1,0.962616925,0
C:\Windows\System32\kbdgeoqw.dll,24576,4,1,0.933491618,0
C:\Windows\System32\KBDGKL.DLL,24576,4,1,1.0138308,0
C:\Windows\System32\KBDGN.DLL,24576,4,1,1.023466541,0
C:\Windows\System32\KBDGR.DLL,24576,4,1,0.977184408,0
C:\Windows\System32\KBDGR1.DLL,24576,4,1,0.982929319,0
C:\Windows\System32\KBDGRE1.DLL,36864,4,1,1.431883733,0
C:\Windows\System32\KBDGRE2.DLL,36864,4,1,1.432650831,0
C:\Windows\System32\KBDGRLND.DLL,24576,4,1,1.061504225,0
C:\Windows\System32\KBDGTHC.DLL,24576,4,1,0.935388302,0
C:\Windows\System32\KBDHAU.DLL,24576,4,1,0.925628088,0
C:\Windows\System32\KBDHAW.DLL,24576,4,1,0.924304698,0
C:\Windows\System32\KBDHE.DLL,24576,4,1,0.974804294,0
C:\Windows\System32\KBDHE220.DLL,24576,4,1,0.983115195,0
C:\Windows\System32\KBDHE319.DLL,24576,4,1,0.975867091,0
C:\Windows\System32\KBDHEB.DLL,24576,4,1,0.948179592,0
C:\Windows\System32\kbdhebl3.dll,24576,4,1,0.959460096,0
C:\Windows\System32\kbdhebsi.dll,24576,4,1,0.958913613,0
C:\Windows\System32\KBDHELA2.DLL,24576,4,1,0.973830225,0
C:\Windows\System32\KBDHELA3.DLL,24576,4,1,0.978908234,0
C:\Windows\System32\KBDHEPT.DLL,24576,4,1,1.317840262,0
C:\Windows\System32\KBDHU.DLL,24576,4,1,1.06860982,0
C:\Windows\System32\KBDHU1.DLL,20480,4,1,1.299063746,0
C:\Windows\System32\kbdibm02.dll,24576,4,2,0.987844035,0
C:\Windows\System32\KBDIBO.DLL,24576,4,1,1.032333401,0
C:\Windows\System32\KBDIC.DLL,24576,4,1,0.934988113,0
C:\Windows\System32\KBDINASA.DLL,24576,4,1,0.937665762,0
C:\Windows\System32\KBDINBE1.DLL,24576,4,1,0.940105702,0
C:\Windows\System32\KBDINBE2.DLL,24576,4,1,0.942749778,0
C:\Windows\System32\KBDINBEN.DLL,24576,4,1,0.969664678,0
C:\Windows\System32\KBDINDEV.DLL,24576,4,1,0.960777594,0
C:\Windows\System32\KBDINEN.DLL,24576,4,1,1.152414635,0
C:\Windows\System32\KBDINGUJ.DLL,24576,4,1,0.944002898,0
